Unnamed: 0,ResponseId,attention,sentence_name,answer,survey,row_id,score,sentence_id,probe_type,probe_number,interval_length,version,complexity,concept_tag
1,R_2E70Gw66U1MFTey,6,abovetruthvaluequery2,False,1,1,1,above,truth_value,2,4,original,1.0,geometry
2,R_2E70Gw66U1MFTey,6,agetruthvaluequery1,True,1,2,1,age,truth_value,1,4,original,1.0,temporal
3,R_2E70Gw66U1MFTey,6,directionstruthvaluequery2,True,1,3,0,directions,truth_value,2,2,original,1.0,geometry
4,R_2E70Gw66U1MFTey,6,goingtruthvaluequery1,False,1,4,1,going,truth_value,1,5,original,1.0,social
5,R_2E70Gw66U1MFTey,6,surprisetruthvaluequery1,False,1,5,0,surprise,truth_value,1,4,original,1.0,social
6,R_2E70Gw66U1MFTey,6,largesttruthvaluequery1,False,1,6,1,largest,truth_value,1,1,original,2.0,numerosity
7,R_2E70Gw66U1MFTey,6,shadowtruthvaluequery1,False,1,7,0,shadow,truth_value,1,0,original,2.0,geometry
8,R_2E70Gw66U1MFTey,6,surroundingtruthvaluequery1,True,1,8,1,surrounding,truth_value,1,0,original,3.0,geometry
9,R_2E70Gw66U1MFTey,6,alivetruthvaluequery1,True,1,9,1,alive,truth_value,1,3,original,3.0,temporal
10,R_2E70Gw66U1MFTey,6,ToMtruthvaluequery1,False,1,10,1,ToM,truth_value,1,5,original,3.0,social
24,R_2NqrbPJBbwZJZ2j,6,abovetruthvaluequery2,False,1,369,1,above,truth_value,2,4,original,1.0,geometry
25,R_2NqrbPJBbwZJZ2j,6,agetruthvaluequery1,True,1,370,1,age,truth_value,1,4,original,1.0,temporal
26,R_2NqrbPJBbwZJZ2j,6,directionstruthvaluequery2,False,1,371,1,directions,truth_value,2,2,original,1.0,geometry
27,R_2NqrbPJBbwZJZ2j,6,goingtruthvaluequery1,False,1,372,1,going,truth_value,1,5,original,1.0,social
28,R_2NqrbPJBbwZJZ2j,6,surprisetruthvaluequery1,False,1,373,0,surprise,truth_value,1,4,original,1.0,social
29,R_2NqrbPJBbwZJZ2j,6,largesttruthvaluequery1,False,1,374,1,largest,truth_value,1,1,original,2.0,numerosity
30,R_2NqrbPJBbwZJZ2j,6,shadowtruthvaluequery1,True,1,375,1,shadow,truth_value,1,0,original,2.0,geometry
31,R_2NqrbPJBbwZJZ2j,6,surroundingtruthvaluequery1,True,1,376,1,surrounding,truth_value,1,0,original,3.0,geometry
32,R_2NqrbPJBbwZJZ2j,6,alivetruthvaluequery1,True,1,377,1,alive,truth_value,1,3,original,3.0,temporal
33,R_2NqrbPJBbwZJZ2j,6,ToMtruthvaluequery1,True,1,378,1,ToM,truth_value,1,5,original,3.0,social
47,R_8Dqscx89to7KD0R,7,abovetruthvaluequery2,False,1,461,1,above,truth_value,2,4,original,1.0,geometry
48,R_8Dqscx89to7KD0R,7,agetruthvaluequery1,True,1,462,1,age,truth_value,1,4,original,1.0,temporal
49,R_8Dqscx89to7KD0R,7,directionstruthvaluequery2,False,1,463,1,directions,truth_value,2,2,original,1.0,geometry
50,R_8Dqscx89to7KD0R,7,goingtruthvaluequery1,False,1,464,1,going,truth_value,1,5,original,1.0,social
51,R_8Dqscx89to7KD0R,7,surprisetruthvaluequery1,False,1,465,0,surprise,truth_value,1,4,original,1.0,social
52,R_8Dqscx89to7KD0R,7,largesttruthvaluequery1,False,1,466,1,largest,truth_value,1,1,original,2.0,numerosity
53,R_8Dqscx89to7KD0R,7,shadowtruthvaluequery1,True,1,467,1,shadow,truth_value,1,0,original,2.0,geometry
54,R_8Dqscx89to7KD0R,7,surroundingtruthvaluequery1,True,1,468,1,surrounding,truth_value,1,0,original,3.0,geometry
55,R_8Dqscx89to7KD0R,7,alivetruthvaluequery1,False,1,469,0,alive,truth_value,1,3,original,3.0,temporal
56,R_8Dqscx89to7KD0R,7,ToMtruthvaluequery1,True,1,470,1,ToM,truth_value,1,5,original,3.0,social
70,R_8bOGdtWxRLYfKbt,7,abovetruthvaluequery2,False,1,93,1,above,truth_value,2,4,original,1.0,geometry
71,R_8bOGdtWxRLYfKbt,7,agetruthvaluequery1,True,1,94,1,age,truth_value,1,4,original,1.0,temporal
72,R_8bOGdtWxRLYfKbt,7,directionstruthvaluequery2,False,1,95,1,directions,truth_value,2,2,original,1.0,geometry
73,R_8bOGdtWxRLYfKbt,7,goingtruthvaluequery1,False,1,96,1,going,truth_value,1,5,original,1.0,social
74,R_8bOGdtWxRLYfKbt,7,surprisetruthvaluequery1,False,1,97,0,surprise,truth_value,1,4,original,1.0,social
75,R_8bOGdtWxRLYfKbt,7,largesttruthvaluequery1,False,1,98,1,largest,truth_value,1,1,original,2.0,numerosity
76,R_8bOGdtWxRLYfKbt,7,shadowtruthvaluequery1,True,1,99,1,shadow,truth_value,1,0,original,2.0,geometry
77,R_8bOGdtWxRLYfKbt,7,surroundingtruthvaluequery1,False,1,100,0,surrounding,truth_value,1,0,original,3.0,geometry
78,R_8bOGdtWxRLYfKbt,7,alivetruthvaluequery1,True,1,101,1,alive,truth_value,1,3,original,3.0,temporal
79,R_8bOGdtWxRLYfKbt,7,ToMtruthvaluequery1,False,1,102,1,ToM,truth_value,1,5,original,3.0,social
93,R_8dtGgcDUjGNqriv,6,abovetruthvaluequery2,False,1,553,1,above,truth_value,2,4,original,1.0,geometry
94,R_8dtGgcDUjGNqriv,6,agetruthvaluequery1,True,1,554,1,age,truth_value,1,4,original,1.0,temporal
95,R_8dtGgcDUjGNqriv,6,directionstruthvaluequery2,False,1,555,1,directions,truth_value,2,2,original,1.0,geometry
96,R_8dtGgcDUjGNqriv,6,goingtruthvaluequery1,False,1,556,1,going,truth_value,1,5,original,1.0,social
97,R_8dtGgcDUjGNqriv,6,surprisetruthvaluequery1,False,1,557,0,surprise,truth_value,1,4,original,1.0,social
98,R_8dtGgcDUjGNqriv,6,largesttruthvaluequery1,False,1,558,1,largest,truth_value,1,1,original,2.0,numerosity
99,R_8dtGgcDUjGNqriv,6,shadowtruthvaluequery1,True,1,559,1,shadow,truth_value,1,0,original,2.0,geometry
100,R_8dtGgcDUjGNqriv,6,surroundingtruthvaluequery1,True,1,560,1,surrounding,truth_value,1,0,original,3.0,geometry
101,R_8dtGgcDUjGNqriv,6,alivetruthvaluequery1,True,1,561,1,alive,truth_value,1,3,original,3.0,temporal
102,R_8dtGgcDUjGNqriv,6,ToMtruthvaluequery1,True,1,562,1,ToM,truth_value,1,5,original,3.0,social
116,R_8fchfT3ZW1QlDz3,7,abovetruthvaluequery2,False,1,277,1,above,truth_value,2,4,original,1.0,geometry
117,R_8fchfT3ZW1QlDz3,7,agetruthvaluequery1,True,1,278,1,age,truth_value,1,4,original,1.0,temporal
118,R_8fchfT3ZW1QlDz3,7,directionstruthvaluequery2,True,1,279,0,directions,truth_value,2,2,original,1.0,geometry
119,R_8fchfT3ZW1QlDz3,7,goingtruthvaluequery1,False,1,280,1,going,truth_value,1,5,original,1.0,social
120,R_8fchfT3ZW1QlDz3,7,surprisetruthvaluequery1,False,1,281,0,surprise,truth_value,1,4,original,1.0,social
121,R_8fchfT3ZW1QlDz3,7,largesttruthvaluequery1,True,1,282,1,largest,truth_value,1,1,original,2.0,numerosity
122,R_8fchfT3ZW1QlDz3,7,shadowtruthvaluequery1,True,1,283,1,shadow,truth_value,1,0,original,2.0,geometry
123,R_8fchfT3ZW1QlDz3,7,surroundingtruthvaluequery1,True,1,284,1,surrounding,truth_value,1,0,original,3.0,geometry
124,R_8fchfT3ZW1QlDz3,7,alivetruthvaluequery1,False,1,285,0,alive,truth_value,1,3,original,3.0,temporal
125,R_8fchfT3ZW1QlDz3,7,ToMtruthvaluequery1,False,1,286,1,ToM,truth_value,1,5,original,3.0,social
137,R_8qV7UAPrFF4PSwG,6,abovetruthvaluequery2,False,1,185,1,above,truth_value,2,4,original,1.0,geometry
138,R_8qV7UAPrFF4PSwG,6,agetruthvaluequery1,True,1,186,1,age,truth_value,1,4,original,1.0,temporal
139,R_8qV7UAPrFF4PSwG,6,directionstruthvaluequery2,False,1,187,1,directions,truth_value,2,2,original,1.0,geometry
140,R_8qV7UAPrFF4PSwG,6,goingtruthvaluequery1,False,1,188,1,going,truth_value,1,5,original,1.0,social
141,R_8qV7UAPrFF4PSwG,6,surprisetruthvaluequery1,False,1,189,0,surprise,truth_value,1,4,original,1.0,social
142,R_8qV7UAPrFF4PSwG,6,largesttruthvaluequery1,False,1,190,1,largest,truth_value,1,1,original,2.0,numerosity
143,R_8qV7UAPrFF4PSwG,6,shadowtruthvaluequery1,True,1,191,1,shadow,truth_value,1,0,original,2.0,geometry
144,R_8qV7UAPrFF4PSwG,6,surroundingtruthvaluequery1,True,1,192,1,surrounding,truth_value,1,0,original,3.0,geometry
145,R_8qV7UAPrFF4PSwG,6,alivetruthvaluequery1,True,1,193,1,alive,truth_value,1,3,original,3.0,temporal
146,R_8qV7UAPrFF4PSwG,6,ToMtruthvaluequery1,True,1,194,1,ToM,truth_value,1,5,original,3.0,social
160,R_2AbPByjs6GwAqNH,7,comingtruthvaluequery1,True,2,185,1,coming,truth_value,1,2,original,1.0,social
161,R_2AbPByjs6GwAqNH,7,age2truthvaluequery1,True,2,186,1,age2,truth_value,1,3,original,1.0,temporal
162,R_2AbPByjs6GwAqNH,7,taste2truthvaluequery1,True,2,187,1,taste2,truth_value,1,3,original,1.0,temporal
163,R_2AbPByjs6GwAqNH,7,surprisetruthvaluequery2,False,2,188,1,surprise,truth_value,2,4,original,1.0,social
164,R_2AbPByjs6GwAqNH,7,supporttruthvaluequery2,False,2,189,1,support,truth_value,2,1,original,2.0,objectness
165,R_2AbPByjs6GwAqNH,7,largesttruthvaluequery1,False,2,190,1,largest,truth_value,1,1,original,2.0,numerosity
166,R_2AbPByjs6GwAqNH,7,emptytruthvaluequery2,False,2,191,1,empty,truth_value,2,1,original,2.0,geometry
167,R_2AbPByjs6GwAqNH,7,efficiencytruthvaluequery1,True,2,192,1,efficiency,truth_value,1,0,original,2.0,social
168,R_2AbPByjs6GwAqNH,7,ToMtruthvaluequery2,True,2,193,0,ToM,truth_value,2,4,original,3.0,social
169,R_2AbPByjs6GwAqNH,7,alivetruthvaluequery2,False,2,194,1,alive,truth_value,2,4,original,3.0,temporal
170,R_2AbPByjs6GwAqNH,7,filltruthvaluequery2,True,2,195,0,fill,truth_value,2,0,original,3.0,geometry
171,R_2AbPByjs6GwAqNH,7,dyingtruthvaluequery1,True,2,196,1,dying,truth_value,1,0,original,3.0,temporal
183,R_2JIsSKLClFiYCY6,5,comingtruthvaluequery1,True,2,93,1,coming,truth_value,1,2,original,1.0,social
184,R_2JIsSKLClFiYCY6,5,age2truthvaluequery1,True,2,94,1,age2,truth_value,1,3,original,1.0,temporal
185,R_2JIsSKLClFiYCY6,5,taste2truthvaluequery1,True,2,95,1,taste2,truth_value,1,3,original,1.0,temporal
186,R_2JIsSKLClFiYCY6,5,surprisetruthvaluequery2,False,2,96,1,surprise,truth_value,2,4,original,1.0,social
187,R_2JIsSKLClFiYCY6,5,supporttruthvaluequery2,False,2,97,1,support,truth_value,2,1,original,2.0,objectness
188,R_2JIsSKLClFiYCY6,5,largesttruthvaluequery1,False,2,98,1,largest,truth_value,1,1,original,2.0,numerosity
189,R_2JIsSKLClFiYCY6,5,emptytruthvaluequery2,False,2,99,1,empty,truth_value,2,1,original,2.0,geometry
190,R_2JIsSKLClFiYCY6,5,efficiencytruthvaluequery1,True,2,100,1,efficiency,truth_value,1,0,original,2.0,social
191,R_2JIsSKLClFiYCY6,5,ToMtruthvaluequery2,True,2,101,0,ToM,truth_value,2,4,original,3.0,social
192,R_2JIsSKLClFiYCY6,5,alivetruthvaluequery2,False,2,102,1,alive,truth_value,2,4,original,3.0,temporal
193,R_2JIsSKLClFiYCY6,5,filltruthvaluequery2,False,2,103,1,fill,truth_value,2,0,original,3.0,geometry
194,R_2JIsSKLClFiYCY6,5,dyingtruthvaluequery1,True,2,104,1,dying,truth_value,1,0,original,3.0,temporal
206,R_82PbtRlJxA6hQax,7,comingtruthvaluequery1,True,2,461,1,coming,truth_value,1,2,original,1.0,social
207,R_82PbtRlJxA6hQax,7,age2truthvaluequery1,True,2,462,1,age2,truth_value,1,3,original,1.0,temporal
208,R_82PbtRlJxA6hQax,7,taste2truthvaluequery1,True,2,463,1,taste2,truth_value,1,3,original,1.0,temporal
209,R_82PbtRlJxA6hQax,7,surprisetruthvaluequery2,False,2,464,1,surprise,truth_value,2,4,original,1.0,social
210,R_82PbtRlJxA6hQax,7,supporttruthvaluequery2,True,2,465,0,support,truth_value,2,1,original,2.0,objectness
211,R_82PbtRlJxA6hQax,7,largesttruthvaluequery1,False,2,466,1,largest,truth_value,1,1,original,2.0,numerosity
212,R_82PbtRlJxA6hQax,7,emptytruthvaluequery2,True,2,467,0,empty,truth_value,2,1,original,2.0,geometry
213,R_82PbtRlJxA6hQax,7,efficiencytruthvaluequery1,True,2,468,1,efficiency,truth_value,1,0,original,2.0,social
214,R_82PbtRlJxA6hQax,7,ToMtruthvaluequery2,False,2,469,1,ToM,truth_value,2,4,original,3.0,social
215,R_82PbtRlJxA6hQax,7,alivetruthvaluequery2,False,2,470,1,alive,truth_value,2,4,original,3.0,temporal
216,R_82PbtRlJxA6hQax,7,filltruthvaluequery2,False,2,471,1,fill,truth_value,2,0,original,3.0,geometry
217,R_82PbtRlJxA6hQax,7,dyingtruthvaluequery1,True,2,472,1,dying,truth_value,1,0,original,3.0,temporal
229,R_88FWwjnDmIlALSh,6,comingtruthvaluequery1,True,2,277,1,coming,truth_value,1,2,original,1.0,social
230,R_88FWwjnDmIlALSh,6,age2truthvaluequery1,True,2,278,1,age2,truth_value,1,3,original,1.0,temporal
231,R_88FWwjnDmIlALSh,6,taste2truthvaluequery1,True,2,279,1,taste2,truth_value,1,3,original,1.0,temporal
232,R_88FWwjnDmIlALSh,6,surprisetruthvaluequery2,False,2,280,1,surprise,truth_value,2,4,original,1.0,social
233,R_88FWwjnDmIlALSh,6,supporttruthvaluequery2,True,2,281,0,support,truth_value,2,1,original,2.0,objectness
234,R_88FWwjnDmIlALSh,6,largesttruthvaluequery1,False,2,282,1,largest,truth_value,1,1,original,2.0,numerosity
235,R_88FWwjnDmIlALSh,6,emptytruthvaluequery2,False,2,283,1,empty,truth_value,2,1,original,2.0,geometry
236,R_88FWwjnDmIlALSh,6,efficiencytruthvaluequery1,False,2,284,0,efficiency,truth_value,1,0,original,2.0,social
237,R_88FWwjnDmIlALSh,6,ToMtruthvaluequery2,False,2,285,1,ToM,truth_value,2,4,original,3.0,social
238,R_88FWwjnDmIlALSh,6,alivetruthvaluequery2,False,2,286,1,alive,truth_value,2,4,original,3.0,temporal
239,R_88FWwjnDmIlALSh,6,filltruthvaluequery2,False,2,287,1,fill,truth_value,2,0,original,3.0,geometry
240,R_88FWwjnDmIlALSh,6,dyingtruthvaluequery1,True,2,288,1,dying,truth_value,1,0,original,3.0,temporal
252,R_8OGBoWXDfyIzKE2,7,comingtruthvaluequery1,True,2,369,1,coming,truth_value,1,2,original,1.0,social
253,R_8OGBoWXDfyIzKE2,7,age2truthvaluequery1,True,2,370,1,age2,truth_value,1,3,original,1.0,temporal
254,R_8OGBoWXDfyIzKE2,7,taste2truthvaluequery1,False,2,371,0,taste2,truth_value,1,3,original,1.0,temporal
255,R_8OGBoWXDfyIzKE2,7,surprisetruthvaluequery2,False,2,372,1,surprise,truth_value,2,4,original,1.0,social
256,R_8OGBoWXDfyIzKE2,7,supporttruthvaluequery2,False,2,373,1,support,truth_value,2,1,original,2.0,objectness
257,R_8OGBoWXDfyIzKE2,7,largesttruthvaluequery1,False,2,374,1,largest,truth_value,1,1,original,2.0,numerosity
258,R_8OGBoWXDfyIzKE2,7,emptytruthvaluequery2,False,2,375,1,empty,truth_value,2,1,original,2.0,geometry
259,R_8OGBoWXDfyIzKE2,7,efficiencytruthvaluequery1,True,2,376,1,efficiency,truth_value,1,0,original,2.0,social
260,R_8OGBoWXDfyIzKE2,7,ToMtruthvaluequery2,True,2,377,0,ToM,truth_value,2,4,original,3.0,social
261,R_8OGBoWXDfyIzKE2,7,alivetruthvaluequery2,True,2,378,0,alive,truth_value,2,4,original,3.0,temporal
262,R_8OGBoWXDfyIzKE2,7,filltruthvaluequery2,False,2,379,1,fill,truth_value,2,0,original,3.0,geometry
263,R_8OGBoWXDfyIzKE2,7,dyingtruthvaluequery1,False,2,380,1,dying,truth_value,1,0,original,3.0,temporal
275,R_8QthgUwX0iY3JJt,7,comingtruthvaluequery1,True,2,1,1,coming,truth_value,1,2,original,1.0,social
276,R_8QthgUwX0iY3JJt,7,age2truthvaluequery1,True,2,2,1,age2,truth_value,1,3,original,1.0,temporal
277,R_8QthgUwX0iY3JJt,7,taste2truthvaluequery1,True,2,3,1,taste2,truth_value,1,3,original,1.0,temporal
278,R_8QthgUwX0iY3JJt,7,surprisetruthvaluequery2,False,2,4,1,surprise,truth_value,2,4,original,1.0,social
279,R_8QthgUwX0iY3JJt,7,supporttruthvaluequery2,True,2,5,0,support,truth_value,2,1,original,2.0,objectness
280,R_8QthgUwX0iY3JJt,7,largesttruthvaluequery1,False,2,6,1,largest,truth_value,1,1,original,2.0,numerosity
281,R_8QthgUwX0iY3JJt,7,emptytruthvaluequery2,False,2,7,1,empty,truth_value,2,1,original,2.0,geometry
282,R_8QthgUwX0iY3JJt,7,efficiencytruthvaluequery1,True,2,8,1,efficiency,truth_value,1,0,original,2.0,social
283,R_8QthgUwX0iY3JJt,7,ToMtruthvaluequery2,True,2,9,0,ToM,truth_value,2,4,original,3.0,social
284,R_8QthgUwX0iY3JJt,7,alivetruthvaluequery2,True,2,10,0,alive,truth_value,2,4,original,3.0,temporal
285,R_8QthgUwX0iY3JJt,7,filltruthvaluequery2,False,2,11,1,fill,truth_value,2,0,original,3.0,geometry
286,R_8QthgUwX0iY3JJt,7,dyingtruthvaluequery1,False,2,12,1,dying,truth_value,1,0,original,3.0,temporal
298,R_8ijJGZWfPYPIkLr,5,comingtruthvaluequery1,True,2,553,1,coming,truth_value,1,2,original,1.0,social
299,R_8ijJGZWfPYPIkLr,5,age2truthvaluequery1,True,2,554,1,age2,truth_value,1,3,original,1.0,temporal
300,R_8ijJGZWfPYPIkLr,5,taste2truthvaluequery1,True,2,555,1,taste2,truth_value,1,3,original,1.0,temporal
301,R_8ijJGZWfPYPIkLr,5,surprisetruthvaluequery2,False,2,556,1,surprise,truth_value,2,4,original,1.0,social
302,R_8ijJGZWfPYPIkLr,5,supporttruthvaluequery2,True,2,557,0,support,truth_value,2,1,original,2.0,objectness
303,R_8ijJGZWfPYPIkLr,5,largesttruthvaluequery1,True,2,558,1,largest,truth_value,1,1,original,2.0,numerosity
304,R_8ijJGZWfPYPIkLr,5,emptytruthvaluequery2,True,2,559,0,empty,truth_value,2,1,original,2.0,geometry
305,R_8ijJGZWfPYPIkLr,5,efficiencytruthvaluequery1,True,2,560,1,efficiency,truth_value,1,0,original,2.0,social
306,R_8ijJGZWfPYPIkLr,5,ToMtruthvaluequery2,True,2,561,0,ToM,truth_value,2,4,original,3.0,social
307,R_8ijJGZWfPYPIkLr,5,alivetruthvaluequery2,True,2,562,0,alive,truth_value,2,4,original,3.0,temporal
308,R_8ijJGZWfPYPIkLr,5,filltruthvaluequery2,False,2,563,1,fill,truth_value,2,0,original,3.0,geometry
309,R_8ijJGZWfPYPIkLr,5,dyingtruthvaluequery1,True,2,564,1,dying,truth_value,1,0,original,3.0,temporal
321,R_271KyPA8bbwm5Zt,6,directionstruthvaluequery1,True,3,93,1,directions,truth_value,1,1,original,1.0,geometry
322,R_271KyPA8bbwm5Zt,6,daytruthvaluequery1,True,3,94,1,day,truth_value,1,0,original,1.0,temporal
323,R_271KyPA8bbwm5Zt,6,eatingtruthvaluequery1,False,3,95,1,eating,truth_value,1,4,original,1.0,objectness
324,R_271KyPA8bbwm5Zt,6,taste2truthvaluequery2,False,3,96,1,taste2,truth_value,2,2,original,1.0,temporal
